Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"暗香","沙宝亮","金粉世家","Favorite Songs","Favorite","HKC371687795","0kwq57xNGMBvPFdEBMtqbG"
"風中有朵雨做的雲","孟庭葦","風中有朵雨做的雲","Favorite Songs","Favorite","TWA559344201","1iVQZ2KAAoAvp3oBWJkkxY"
"執迷不悔 - 國語版","Faye Wong","執迷不悔","Favorite Songs","Favorite","HKG079900345","0Vl1CmN59g8BendFIGTZgY"
"天堂","降央卓玛","金色的呼唤 II","Favorite Songs","Favorite","HKD012388551","5F0nhBvsLjizgggESSlofn"
"一路生花","温奕心","一路生花","Favorite Songs","Favorite","HKG732138295","17N3Oqo2rklHgAyR7J9H0S"
"可可托海的牧羊人","王琪","可可托海的牧羊人","Favorite Songs","Favorite","HKG732011432","7pIeRvkhs7RYr8aw8DtT4x"
"追夢人","鳳飛飛","鳳飛飛 歌唱生涯回憶錄 特別收錄1","Favorite Songs","Favorite","FR10S2062531","7dgxGWcXMrRZJeBi9VaFr4"
"乌兰巴托的夜 - 丹正母子版","丹正母子","乌兰巴托的夜","Favorite Songs","Favorite","FR96X2388121","5EaxliMTDonJejdQPzHRn2"
"白狐","陈瑞","白狐","Favorite Songs","Favorite","HKG731904402","4nobGBdTV6Pj1o7B3C5cl5"
"不如见一面","海来阿木","不如见一面","Favorite Songs","Favorite","DGA0P2305769","5GbBJItIvrF5TAJi5Bbyfm"
"追梦人","梁紫丹","紫色的声音","Favorite Songs","Favorite","FR2X42112428","6zjfwj5y9MWobLUjJDhkCD"
"喀秋莎","中央樂團合唱團","輝煌中央樂團---經典男聲合唱(外國篇)","Favorite Songs","Favorite","TWDL72018896","09iYOR0VMS0VErU9YMm1EG"
"渡口","Tsai Chin","民歌蔡琴","Favorite Songs","Favorite","TWA239600008","5ll6r4NijiGnFq1HuwOeUB"
"三套车","赵鹏","低音炮三套车","Favorite Songs","Favorite","CNF122000769","0M6COezmMWcUDYAsMB9zGP"
"只要平凡 - 电影《我不是药神》主题曲","张碧晨","只要平凡 (电影《我不是药神》主题曲)","Favorite Songs","Favorite","TWU711802672","3FhJrCLV6f2En4iNl7Etj2"
"Music for Otto Preminger's Film ""Exodus"": Main Theme","Ernest Gold","The Piano Player","Favorite Songs","Favorite","GBAYC0203608","3tNgSHYX81f99m4eTi8bE6"
"The Last of the Mohicans","Alexandro Querevalú","The Best of Alexandro I","Favorite Songs","Favorite","QZTV32567901","7FBiw85wtD42sf1FDeT9zJ"
"A Song in Your Heart","Clannad","Nádúr","Favorite Songs","Favorite","GBCKG1300187","47cP2XufjtuS7sIqS3EF91"
"Der letzte Mohikaner","Leo Rojas","Spirit Of The Hawk","Favorite Songs","Favorite","DEA811200022","52ujJQBfmMiDlIKBvXYfNx"
"Sentence","ERA","Era 2","Favorite Songs","Favorite","NLB780080020","6H1aoVb6JgduqCh8vs7VtO"
"Devore Amante","ERA","Era 2","Favorite Songs","Favorite","NLB780080140","6aJwgKwqSC5KOgVtDRroik"
"相思比夢長 - Remastered","Fei Yu-ching","深情往事直到永遠 (Remastered)","Favorite Songs","Favorite","TWA531701108","3jUZLGDo71qZA99oAwqS3j"
"一場遊戲一場夢","Dave Wang","一場遊戲一場夢","Favorite Songs","Favorite","TWA538705401","0Id7swY6cWbvYLtVVF0wvq"
"故乡的云","费翔","跨越四海的歌声","Favorite Songs","Favorite","FR96X2207397","1H58ENGMaXYHlcVhOancAN"
"星星點燈","鄭智化","星星點燈","Favorite Songs","Favorite","TWA539226701","502oVRqbvjsMlrT4hthQuJ"
"Game of Thrones","Edgar Muenala","The Song of My Life","Favorite Songs","Favorite","TCADM1811492","5K8EhtMJwr6q3Fi57TIehA"
"Divano","ERA","Era II","Favorite Songs","Favorite","NLB780080010","0rmg0BnI951Unz2OjbGnli"
"The Mass","ERA","The Mass","Favorite Songs","Favorite","NLB780280060","2aE4cIKXiR4jFdxHK0n75M"
"大夢 - 现场","瓦依那","樂隊的夏天3 第7期","Favorite Songs","Favorite","CNZ852315133","3FjLaQqvIvWOQ2AverOgx7"
"Wellerman - Sea Shanty","Nathan Evans","Wellerman (Sea Shanty)","Favorite Songs","Favorite","GBUM72100297","54OBgO0Xwu20Jak9TMXbR7"
"Valhalla Calling","Miracle Of Sound","Level 11","Favorite Songs","Favorite","QZPLR2029312","2nRKJI3XsWPb5d8VXwn2iK"
"Xanadu","Ummet Ozcan","Xanadu","Favorite Songs","Favorite","NLZ542201200","2ylpbsHqGUAv3za4JkyMgz"
"Wolf Totem","The HU","The Gereg (Deluxe Edition)","Favorite Songs","Favorite","TCADY1880557","7LSn5it9bQhJqyfEq1PM3l"
"Nee Jathaga","Karthik","Yevadu","Favorite Songs","Favorite","INA091314142","3XMGDq4wLX489HfqSS0NAI"
"Nijamena","Anurag Kulkarni","Sita","Favorite Songs","Favorite","INS181901044","7k62yvQ7sg8AI2JLeNq9iG"
"Aankhein Khuli","Jatin-Lalit","Mohabbatein","Favorite Songs","Favorite","INY090000004","16XEVyPh5NT31CAAqPbxQF"
"特別的愛給特別的你","SKY WU","特別的愛給特別的你","Favorite Songs","Favorite","TWA179000602","4mAjRT7IjwhZATGgeYCSAK"
"是你","梦然","是你","Favorite Songs","Favorite","FRX282279482","7gYKASXibOLyet8JTBJOO2"
"I WANNA BE YOUR SLAVE","Måneskin","Teatro d'ira - Vol. I","Favorite Songs","Favorite","ITB002100115","4pt5fDVTg5GhEvEtlz9dKk"
"消愁","Mao Buyi","平凡的一天","Favorite Songs","Favorite","CNE221800168","7x3WCjRe4YW0z6W1OxOvc1"
"遇見","Stefanie Sun","The Moment","Favorite Songs","Favorite","TWA530355702","3xJK8ywApYVEYIDhymYMC6"
"喜劇之王","Ronghao Li","李榮浩","Favorite Songs","Favorite","TWA531428401","6Lh3qHU2vry05vUEjLKvIb"
"孤勇者 - 《英雄聯盟：雙城之戰》動畫劇集中文主題曲","Eason Chan","孤勇者 (《英雄聯盟：雙城之戰》動畫劇集中文主題曲)","Favorite Songs","Favorite","HKJ632103001","6akVETVeqqPVvuBS5e0EB1"
"千年之戀","F.I.R.","無限","Favorite Songs","Favorite","TWA530505402","6J3YmODloSi669U6cKbtTH"
"演员","Joker Xue","初学者","Favorite Songs","Favorite","CNZ171600638","1Bhv4QYee464wjm5pgGJpK"
"麻雀","Ronghao Li","麻雀","Favorite Songs","Favorite","TWA531901957","4n4yz5y49RHrH6zUY5aFry"
"南山南","Di Ma","孤岛","Favorite Songs","Favorite","CNA231402073","3f5VXZ7kniKqqUJezj6hOK"
"等一分钟","徐誉滕","滕.爱","Favorite Songs","Favorite","HKD012270872","1ZdSYtxnGGmRXNmc1ouCAc"
"爱是你我","刀郎","谢谢你","Favorite Songs","Favorite","QMFME1925674","41GtuR7lGBSJO1kgzewEcC"
"赤伶","Li Yugang","赤伶","Favorite Songs","Favorite","HKG732019258","40No2p262s4NzLaVA3igt9"
"新贵妃醉酒","Li Yugang","For Love We 说好不后悔","Favorite Songs","Favorite","HKG732144307","5DBrtodbmfgdAfApC3Va8A"
"剛好遇見你","Li Yugang","剛好遇見你","Favorite Songs","Favorite","TWCT32007019","4fgDctn33SqNUCzPV2ZLqM"
"Scarborough Fair / Canticle - Extended Version","Simon & Garfunkel","The Graduate","Favorite Songs","Favorite","USSM16800483","3n7fX1PpAi4E4Izkvoj5M9"
"热爱105°C的你 - 电影《超能一家人》推广曲","腾格尔","热爱105°C的你 (电影《超能一家人》推广曲)","Favorite Songs","Favorite","FRS182146937","4Tk1x0S4JgdJqgUWlKnM4u"
"天堂","腾格尔","梦","Favorite Songs","Favorite","DGA072139545","2mlrx1OreOAmROVMFdSmUj"
"緣分一道橋","Leehom Wang","A.I. 愛","Favorite Songs","Favorite","TWV451600002","6yCtMlER4UYv49ke21NBM3"
"下山","要不要买菜","下山","Favorite Songs","Favorite","HKG731911710","46UZYFUV5iWLvGCmKszlw4"
"這世界那麼多人（電影《我要我們在一起》主題曲）","Karen Mok","這世界那麼多人（電影《我要我們在一起》主題曲）","Favorite Songs","Favorite","TWA472198001","3k1xxwqfIM47bLiqOG1kfs"
"海底","一支榴莲","海底","Favorite Songs","Favorite","HKG732011063","2aBT2wS6lrml7MIAa67ulj"
"鴻音","Sa Dingding","鴻音","Favorite Songs","Favorite","TWU712105609","1lTUFPrjBeu8XyWxdVrkH9"
"自由行走的花","Sa Dingding","萨顶顶 / 天地合","Favorite Songs","Favorite","CNUM70900013","3dQLxXaDbObbYDL2r0OXT9"
"星落凝成糖 (電視劇《星落凝成糖》同名主題曲)","Sa Dingding","星落凝成糖 (電視劇《星落凝成糖》同名主題曲)","Favorite Songs","Favorite","TWU712305963","0zFXaczpaWTSwjx2ljbfgK"
"萬物生(梵文)","Sa Dingding","少數•秘境","Favorite Songs","Favorite","HKUM70700740","2nQVgDFSBHQ2rh3daNzP4X"
"萬物生 - Chinese Version","Sa Dingding","華語時光機","Favorite Songs","Favorite","HKUM70700747","6sTWoPNGYEjBk8zptQs7Gt"
"左手指月 (電視劇《香蜜沉沉燼如霜》片尾曲)","Sa Dingding","左手指月 (電視劇《香蜜沉沉燼如霜》片尾曲)","Favorite Songs","Favorite","TWU711801376","42EQCjMT4vvNN1Yov6rYX3"
"天亮了 - Live","韩红","我是歌手第三季 (第一期 Live)","Favorite Songs","Favorite","DGA062372393","1BjQdZdHRdZCx2KcejAo8n"
"天路","韩红","情倾新西藏","Favorite Songs","Favorite","DGA0P2300998","5jZIMcCsiBWsi7uzx7PJce"
"飛雲之下","韓紅","飛雲之下","Favorite Songs","Favorite","HKE051800063","7M9iRFedB4SkCHE22Y9Fvr"
"美丽的神话","孙楠","美丽的神话","Favorite Songs","Favorite","TCAIA2441009","45FXudtRNZXioqjNGvwp0I"
"泡沫","G.E.M.","Xposed","Favorite Songs","Favorite","HKI111200214","2IfSPLPDW6RGosdB5huwAA"
"開始懂了","Stefanie Sun","我要的幸福","Favorite Songs","Favorite","TWA530000205","68tZwwRuo9ip5gRQFG1XWF"
"愛情轉移","Eason Chan","認了吧","Favorite Songs","Favorite","HKUM70600455","5geqxGTn2dFte1KywqcXYq"
"不為誰而作的歌","JJ Lin","""和自己對話"" 實驗專輯","Favorite Songs","Favorite","TWA531576502","0VqSdtXseb9khdZrnYVyM1"
"聽海","A-Mei Chang","Bad Boy","Favorite Songs","Favorite","TWB519703505","2WWDsBLNL4czuVcg7rjfy2"
"不將就 (電影""何以笙簫默""片尾曲)","Ronghao Li","有理想","Favorite Songs","Favorite","TWA531509039","5DH8nF7aWoXXg5Sm3gjCWD"
"月牙灣","F.I.R.","愛‧歌姬","Favorite Songs","Favorite","TWA530757807","1b5IRT3iraxjHOsKZx93sW"
"天外来物","Joker Xue","天外来物","Favorite Songs","Favorite","CNZ502001151","4evIzA3tOUSwIH1TVOri8c"
"小情歌","sodagreen","小宇宙","Favorite Songs","Favorite","TWF670600303","4FhJ7YSRxATHnaRg4nGs6t"
"星辰大海","黃霄雲","星辰大海","Favorite Songs","Favorite","CNZ022100015","37ugDnt4m4BSm0VAFwd5Li"
"沒離開過","林志炫","擦聲而過Ⅱ","Favorite Songs","Favorite","TWB650801008","1iNAwmUw21s8LQ7Ax0gpH8"
"匆匆那年","Faye Wong","匆匆那年","Favorite Songs","Favorite","HKH721403011","3z4leqkfSaXQPAyGwQruTe"
"口是心非","Zhang Yu Sheng","口是心非","Favorite Songs","Favorite","TWB519704002","08JBW4HERcff7qfkfNJyMn"
"存在","Wang Feng","生无所求 (Life Asks For Nothing)","Favorite Songs","Favorite","CNF181159201","52iiHWnWlRaYwUobhKGXW3"
"大海","Zhang Yu Sheng","大海","Favorite Songs","Favorite","TWA539226506","4XglvuvmwdVQ1MpV3zNUnR"
"挪威的森林","Wu Bai","愛情的盡頭","Favorite Songs","Favorite","TWB879601809","5KdZLYyoBP0qsjDTDP28do"
"如愿","Faye Wong","如愿","Favorite Songs","Favorite","HKH722102011","4x9retP0JqKa35zZZhNhNS"
"南屏晚鐘","Fei Yu-ching","費玉清國語精選輯","Favorite Songs","Favorite","TWAN70260034","38p78HqMLjECALsH0MWT7U"
"明天會更好","Tsai Chin","明天會更好","Favorite Songs","Favorite","TWA458500001","5bcbAT32LJS87hklgOxUqM"
"蒙娜麗莎的眼淚","林志炫","蒙娜麗莎的眼淚 豪華典藏版","Favorite Songs","Favorite","TWB659800202","4WUEnRgbZDE2uCky0tb2Cw"
"離人","林志炫","擦聲而過","Favorite Songs","Favorite","TWB650100501","5rwEzOpDovuwZ12wAUbzQi"
"贝加尔湖畔","李健","依然","Favorite Songs","Favorite","CNF181165108","7ekpG1Gi5rvK5KLsI3CZUE"
"我用什么把你留住","福禄寿","我用什么把你留住","Favorite Songs","Favorite","CNC072000731","4TYi1udOmvZ0yIhHEMro5f"
"嗵嗵","DOUDOU","嗵嗵","Favorite Songs","Favorite","CNZ682500001","2XP3hbbZKRhrlSBf8POjuA"
"Everytime We Touch","Cascada","Platinum","Favorite Songs","Favorite","DEZ620500053","5aEqcblO0Z6JloFJXtxyhe"
"Never Gonna Give You Up","Rick Astley","Whenever You Need Somebody","Favorite Songs","Favorite","GBARL9300135","4PTG3Z6ehGkBFwjybzWkR8"
"We Will Rock You (feat. Queen)","Five","Invincible","Favorite Songs","Favorite","GBARL9900135","3WLIaMbTqXPcS7MmaVctTK"
"Smooth Criminal - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","Favorite Songs","Favorite","USSM11204989","2bCQHF9gdG5BNDVuEIEnNk"
"My Heart Will Go On - Love Theme from ""Titanic""","Céline Dion","Let's Talk About Love","Favorite Songs","Favorite","CAC229700120","33LC84JgLvK2KuW43MfaNq"
"Right Here Waiting","Richard Marx","Repeat Offender","Favorite Songs","Favorite","USEM38900208","4LFwNJWoj74Yd71fIr1W8x"
"Hotel California","Eagles","Take It To The Summit (Houston, TX 16th Nov '76)","Favorite Songs","Favorite","GBSMU2679348","1rh232CwAy3EDEWFJkwH88"
"You're Beautiful","James Blunt","Back to Bedlam","Favorite Songs","Favorite","USAT20401588","0vg4WnUWvze6pBOJDTq99k"
"Take Me to Your Heart","Michael Learns To Rock","Michael Learns To Rock","Favorite Songs","Favorite","DKABA0308303","7rdtBpPpe4knfd7aD98h9X"
"Far Away from Home","Groove Coverage","Covergirl","Favorite Songs","Favorite","DEF910700131","3V5K580G9CVnn6h2q6B0PV"
"All Rise","Blue","All Rise","Favorite Songs","Favorite","GBAAA0100115","7jley98gCQFueQ5MCaFWIb"
"The Day You Went Away","M2M","Shades of Purple","Favorite Songs","Favorite","USAT29900961","1rYYJVlUV2EcgehVUnwJvy"
"As Long as You Love Me","Backstreet Boys","Backstreet's Back","Favorite Songs","Favorite","USJI19710094","3UpS7kBnkVQYG13pDDFTC4"
"You Raise Me Up","Josh Groban","Closer (Special Edition)","Favorite Songs","Favorite","USRE10301532","1xugsCboIm1yILqpLvH9aD"
"My Love","Westlife","Coast To Coast (Expanded Edition)","Favorite Songs","Favorite","GBARL0000212","5p0ietGkLNEqx1Z7ijkw5g"
"It's My Life","Bon Jovi","Crush","Favorite Songs","Favorite","USIR20000145","0v1XpBHnsbkCn7iJ9Ucr1l"
"Be What You Wanna Be","Darin","Darin","Favorite Songs","Favorite","SEBMC0500092","5vBVbnDaUTNGK9eLuLlKXd"
"Poker Face","Lady Gaga","The Fame","Favorite Songs","Favorite","USUM70824409","1QV6tiMFM6fSOKOGLMHYYg"
"Apologize","Timbaland","Shock Value","Favorite Songs","Favorite","USUM70722793","6ucR4KfvsBFWCMVFDvyKKl"
"Sugar","Maroon 5","V (Asia Tour Edition)","Favorite Songs","Favorite","USUM71410340","5d6Mjuu2uCGRPYpFjGpCX5"
"Good Time","Owl City","The Midsummer Station","Favorite Songs","Favorite","USUM71206288","1kPpge9JDLpcj15qgrPbYX"
"I Am You","Kim Taylor","Build You Up","Favorite Songs","Favorite","TCACB1491763","4RiFAOgQ6kQLMvO2Jp5F3T"
"Let Me Down Slowly","Alec Benjamin","Narrated For You","Favorite Songs","Favorite","USAT21802284","2qxmye6gAegTMjLKEBoR3d"
"Dancing With Your Ghost","Sasha Alex Sloan","Dancing With Your Ghost","Favorite Songs","Favorite","USRC11901644","1TQXIltqoZ5XXyfCbAeSQQ"
"Señorita","Shawn Mendes","Señorita","Favorite Songs","Favorite","USUM71911283","0TK2YIli7K1leLovkQiNik"
"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","Nine Track Mind","Favorite Songs","Favorite","USAT21502909","06KyNuuMOX1ROXRhj787tj"
"Lone Ranger","Rachel Platten","Wildfire","Favorite Songs","Favorite","USSM11503597","3eoyz3jZOHhko7hEwtEdnf"
"Shape of You","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1600463","7qiZfU4dY1lWllzX7mPBI3"
"Despacito","Luis Fonsi","VIDA","Favorite Songs","Favorite","USUM71607007","6habFhsOp2NvshLv26DqMb"
"See You Again (feat. Charlie Puth)","Wiz Khalifa","Furious 7: Original Motion Picture Soundtrack (Deluxe)","Favorite Songs","Favorite","USAT21500313","00SNGvA3aGn5uE2uGGhOJR"
"Umbrella","Rihanna","Good Girl Gone Bad: Reloaded","Favorite Songs","Favorite","USUM70736771","49FYlytm3dAAraYgpoJZux"
"La La La","Naughty Boy","La La La","Favorite Songs","Favorite","GBAAA1300148","52gvlDnre9craz9dKGObp8"
"Love Story","Taylor Swift","Fearless (Big Machine Radio Release Special)","Favorite Songs","Favorite","USCJY0803275","1D4PL9B8gOg78jiHg3FvBb"
"Wake (Studio)","Hillsong Young & Free","We Are Young & Free","Favorite Songs","Favorite","AUHS01305789","1glJZF62bpxXzaF2N5YWdb"
"Children of the Dark","Mono Inc.","Together Till the End","Favorite Songs","Favorite","DEA451616640","0XUdYMSq58kreVe5u66Zav"
"Bye Bye Beautiful","Nightwish","Dark Passion Play","Favorite Songs","Favorite","DED830710402","6uwjUM0Y0NfPmLBKVAbUXW"
"Counting Stars","OneRepublic","Native","Favorite Songs","Favorite","USUM71301306","2tpWsVSb9UEmDRxAl1zhX1"
"Here With You","Asher Monroe","Here With You","Favorite Songs","Favorite","TCABI1272152","7FbBpvuTC1U811EzDXuYTD"
"Beautiful Now","Zedd","True Colors","Favorite Songs","Favorite","USUM71505090","2ISSQPb9LHHiV6ng2NXosL"
"Faded","Alan Walker","Different World","Favorite Songs","Favorite","NOG841549010","698ItKASDavgwZ3WjaWjtz"
"Right Now (Na Na Na)","Akon","Freedom","Favorite Songs","Favorite","USUM70837868","5Ravsw8TmHN5wBiYPPYUFw"
"Waiting For Love","Avicii","Stories","Favorite Songs","Favorite","CHB701400134","2P4OICZRVAQcYAV2JReRfj"
"The Nights","Avicii","The Days / Nights","Favorite Songs","Favorite","CH3131340464","0ct6r3EGTcMLPtrXHDvVjc"
"The Phoenix","Fall Out Boy","Save Rock And Roll","Favorite Songs","Favorite","USUM71302620","7jwDuO7UZvWs77KNj9HbvF"
"Believer","Imagine Dragons","Evolve","Favorite Songs","Favorite","USUM71700626","0pqnGHJpmpxLKifKRmU6WP"
"Sold Out","Hawk Nelson","Diamonds","Favorite Songs","Favorite","USM2C1415105","1WyBe9jWz0wbwUItMAnaLb"
"Håll om mig","Nanne","Alltid på väg","Favorite Songs","Favorite","SEPEL0512010","1ncViFeYXhivtuPumssvmZ"
"Talking to the Moon","Bruno Mars","Doo-Wops & Hooligans","Favorite Songs","Favorite","USAT21001985","161DnLWsx1i3u1JT05lzqU"
"Hymn for the Weekend","Coldplay","A Head Full of Dreams","Favorite Songs","Favorite","GBAYE1500979","3RiPr603aXAoi4GHyXx0uy"
"Move Your Body - Alan Walker Remix","Sia","This Is Acting (Deluxe Version)","Favorite Songs","Favorite","USRC11602027","6LUOMjoORvAkdhBYvESO46"
"Whistle","Flo Rida","Wild Ones","Favorite Songs","Favorite","USAT21201745","3bC1ahPIYt1btJzSSEyyrF"
"RISE","League of Legends","RISE","Favorite Songs","Favorite","NLRD51859880","69Sy7207dnixZ6w7RSV9Kb"
"New Divide","Linkin Park","Transformers: Revenge Of The Fallen The Album","Favorite Songs","Favorite","USWB10901893","6Wx88Mv6b9ofjKMKkdwOJd"
"DJ Got Us Fallin' In Love (feat. Pitbull)","USHER","Raymond v Raymond (Expanded Edition)","Favorite Songs","Favorite","USLF21000041","4356Typ82hUiFAynbLYbPn"
"Dream It Possible","Clarissa Höbel","Stay Strong","Favorite Songs","Favorite","ATU272000346","2CBRK2YUv7dGidwTRA9p7r"
"Stronger (What Doesn't Kill You)","Kelly Clarkson","Stronger (Deluxe Version)","Favorite Songs","Favorite","GBCTA1100364","1nInOsHbtotAmEOQhtvnzP"
"Rolling in the Deep","Adele","21","Favorite Songs","Favorite","GBBKS1000335","4OSBTYWVwsQhGLF9NHvIbR"
"Salt","Ava Max","Heaven & Hell","Favorite Songs","Favorite","USAT21906991","5iyZwawawLjHYpX4MxUKVF"
"What Makes You Beautiful","One Direction","Up All Night","Favorite Songs","Favorite","GBHMU1100018","4cluDES4hQEUhmXj6TXkSo"
"I Want My Tears Back","Nightwish","Imaginaerum","Favorite Songs","Favorite","DED831100554","3HCzXf0lNpekSqsGBcGrCd"
"Legends Never Die","League of Legends","Legends Never Die","Favorite Songs","Favorite","QMAF31500062","1FpVJ7HpZInE2GvhVE2TwT"
"Uptown Funk (feat. Bruno Mars)","Mark Ronson","Uptown Special","Favorite Songs","Favorite","GBARL1401524","32OlwWuMpZ6b0aN2RZOeMS"
"Something Just Like This","The Chainsmokers","Memories...Do Not Open","Favorite Songs","Favorite","USQX91700278","6RUKPb4LETWmmr3iAEQktW"
"Hall of Fame","The Script","#3 Deluxe Version","Favorite Songs","Favorite","GBARL1201154","0FB5ILDICqwK6xj7W1RP9u"
"Dance Monkey","Tones And I","Dance Monkey (Stripped Back) / Dance Monkey","Favorite Songs","Favorite","QZES71982312","2XU0oxnq2qxCpomAAuJY8K"
"Try","P!nk","The Truth About Love","Favorite Songs","Favorite","USRC11200785","1jF7IL57ayN4Ity3jQqGu0"
"That Girl","Olly Murs","24 HRS (Expanded Edition)","Favorite Songs","Favorite","GBARL1601143","6n2QOmyioHfAqwwAh5xZHK"
"In the End","Linkin Park","Hybrid Theory (Bonus Edition)","Favorite Songs","Favorite","USWB10002407","60a0Rd6pjrkxjPbaKzXjfq"
"Numb","Linkin Park","Meteora","Favorite Songs","Favorite","USWB10300474","2nLtzopw4rPReszdYBJU6h"
"Natural","Imagine Dragons","Origins (Deluxe)","Favorite Songs","Favorite","USUM71806694","2FY7b99s15jUprqC0M5NCT"
